name,category,title,description,date,keyword
유승민,민생,아동·청소년의 성보호에 관한 법률 일부개정법률안,,2014-07-10,성보호
유승민,안보,일본 정부의 집단적 자위권 도입에 대한 규탄 결의안,,2014-07-10,"일본, 자위권"
유승민,정치,국회법 일부개정법률안,,2014-07-16,국회법
유승민,안보,국군조직법 일부개정법률안,,2014-07-16,군국조직법
유승민,정치,국회법 일부개정법률안,,2014-07-25,국회법
유승민,경제,경비업법 일부개정법률안,,2014-07-31,경비업
유승민,경제,농어업경영체 육성 및 지원에 관한 법률 일부개정법률안,,2014-07-31,농어업경영체
유승민,기타,박물관 및 미술관 진흥법 일부개정법률안	,,2014-08-05,박물관
유승민,복지,의료법 일부개정법률안	,,2014-08-05,의료법
유승민,복지,산업안전보건법 일부개정법률안	,,2014-08-07,산업안전보건법
유승민,민생,근로기준법 일부개정법률안	,,2014-08-07,근로기준법
유승민,민생,산업재해보상보험법 일부개정법률안	,,2014-08-07,산업재해보상보험법
유승민,기타,항공법 일부개정법률안	,,2014-08-08,항공법
유승민,민생,근로기준법 일부개정법률안,,2014-08-19,근로기준법
유승민,복지,건강검진기본법 일부개정법률안	,,2014-08-21,건강검진기본법
유승민,복지,국민건강증진법 일부개정법률안,,2014-08-21,국민건강증진법
유승민,민생,형사소송법 일부개정법률안,,2014-08-21,형사소송법
유승민,복지,노숙인 등의 복지 및 자립지원에 관한 법률 일부개정법률안	,,2014-08-21,노숙인
유승민,복지,국민건강보험법 일부개정법률안	,,2014-08-21,국민건강보험법
유승민,복지,제약산업 육성 및 지원에 관한 특별법 일부개정법률안	,,2014-08-21,제약산업
유승민,복지,국민건강증진법 일부개정법률안	,,2014-08-21,국민건강증진법
유승민,복지,국민건강보험법 일부개정법률안	,,2014-08-21,국민건강보험
유승민,기타,형사소송법 일부개정법률안	,,2014-08-21,형사소송법
유승민,안보,병역법 일부개정법률안,,2014-08-22,병역법
유승민,기타,전원개발촉진법 일부개정법률안	,,2014-08-22,전원개발촉진법
유승민,경제,발전소주변지역 지원에 관한 법률 일부개정법률안	,,2014-08-22,"발전소, 주변지역"
유승민,기타,지하수법 일부개정법률안	,,2014-08-26,지하수법
유승민,기타,교통약자의 이동편의 증진법 일부개정법률안	,,2014-08-26,교통약자
유승민,민생,도시교통정비 촉진법 일부개정법률안	,,2014-08-26,도시교통정비
유승민,안보,군형법 일부개정법률안	,,2014-08-27,군형법
유승민,민생,청소년활동 진흥법 일부개정법률안	,,2014-08-27,청소년활동
유승민,민생,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안	,,2014-09-01,정보통신망
유승민,정치,지방공무원법 일부개정법률안        ,,2014-09-01,지방공무원
유승민,안보,병역법 일부개정법률안,,2014-09-01,병역법
유승민,정치,국가공무원법 일부개정법률안	,,2014-09-01,국가공무원
유승민,안보,군인사법 일부개정법률안	,,2014-09-01,"군, 인사"
유승민,안보,군무원인사법 일부개정법률안	,,2014-09-01,군무원
유승민,안보,국경일에 관한 법률 일부개정법률안	,,2014-09-02,국경일
유승민,민생,주택법 일부개정법률안	,,2014-09-03,주택법
유승민,민생,형사소송법 일부개정법률안	,,2014-09-04,형사소송법
유승민,민생,빗물관리기본법안	,,2014-09-04,빗물관리기본법
유승민,경제,조세특례제한법 일부개정법률안	,,2014-09-04,"조세특례, 제한"
유승민,민생,형사소송법 일부개정법률안,,2014-09-04,형사소송법
유승민,민생,재한외국인 처우 기본법 일부개정법률안	,,2014-09-05,재한외국인
유승민,정치,국가재정법 일부개정법률안	,,2014-09-05,국가재정법
유승민,정치,국가재정법 일부개정법률안	,,2014-09-05,국가재정법
유승민,정치,국적법 일부개정법률안	,,2014-09-05,국적법
유승민,복지,노인복지법 일부개정법률안,,2014-09-12,노인복지법
유승민,경제,조세특례제한법 일부개정법률안	,,2014-09-12,조세특례제한법
유승민,경제,조세특례제한법 일부개정법률안,,2014-09-12,조세특례제한법
유승민,경제,한국주택금융공사법 일부개정법률안	,,2014-09-15,한국주택금융공사
유승민,경제,신용보증기금법 일부개정법률안	,,2014-09-15,신용보증기금법
유승민,경제,양곡관리법 일부개정법률안	,,2014-09-15,양곡관리법
유승민,민생,도시공원 및 녹지 등에 관한 법률 일부개정법률안	,,2014-09-16,"도시공원, 녹지"
유승민,민생,산지관리법 일부개정법률안	,,2014-09-17,산지관리법
유승민,민생,국가재정법 일부개정법률안	,,2014-09-17,국가재정법
유승민,민생,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,,2014-09-17,"성폭력, 방지"
유승민,민생,농지법 일부개정법률안,,2014-09-17,농지법
유승민,기타,2015경북문경세계군인체육대회 지원법 일부개정법률안,,2014-09-22,경북문경세계군인체육대회
유승민,경제,상속세 및 증여세법 일부개정법률안,,2014-09-23,"상속세, 증여세"
유승민,경제,국유재산특례제한법 일부개정법률안,,2014-09-23,국유재산특례제산법
유승민,민생,도시개발법 일부개정법률안,,2014-09-23,도시개발법
유승민,경제,상속세 및 증여세법 일부개정법률안	,,2014-09-23,상속세
유승민,경제,주택법 일부개정법률안,,2014-09-24,주택법
유승민,복지,노인장기요양보험법 일부개정법률안,,2014-09-24,노인장기요양보험
유승민,정치,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설),,2014-09-25,국무총리
유승민,기타,수산자원관리법 일부개정법률안,,2014-09-25,수산자원관리법
유승민,민생,교통기본법안,,2014-09-29,교통기본법
유승민,정치,정당법 일부개정법률안,,2014-09-29,정당법
유승민,역사,국립묘지의 설치 및 운영에 관한 법률 일부개정법률안,,2014-09-29,국립묘지
유승민,정치,국가공무원법 일부개정법률안,,2014-09-29,국가공무원법
유승민,기타,국적법 일부개정법률안,,2014-10-01,국적법
유승민,정치,공직선거법 일부개정법률안,,2014-10-01,공직선거법
유승민,정치,주민투표법 일부개정법률안,,2014-10-01,주민투표법
유승민,정치,국민투표법 일부개정법률안,,2014-10-01,국민투표법
유승민,안보,병역법 일부개정법률안,,2014-10-01,병역법
유승민,민생,장애인고용촉진 및 직업재활법 일부개정법률안,,2014-10-02,"장애인, 고용"
유승민,민생,다문화가족지원법 일부개정법률안,,2014-10-06,"다문화가족, 지원"
유승민,민생,인권교육지원법안,,2014-10-10,인권교육지원
유승민,안보,종전 군사시설 부지 개발 및 군사시설주변지역 지원에 관한 특별법안,,2014-10-15,"군사시설, 주변지역"
유승민,민생,공공기관의 운영에 관한 법률 일부개정법률안,,2014-10-24,공공기관
유승민,민생,어린이 식생활안전관리 특별법 일부개정법률안,,2014-10-27,"식생활, 안전관리"
유승민,정치,국무총리 및 국무위원 출석요구의 건(외교ㆍ통일ㆍ안보에 관한 질문),,2014-10-28,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문),,2014-10-28,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(교육ㆍ사회ㆍ문화에 관한 질문),,2014-10-28,국무총리
유승민,정치,공무원연금법 일부개정법률안,,2014-10-28,"공무원, 연근법"
유승민,정치,국무총리 및 국무위원 출석요구의 건(정치에 관한 질문),,2014-10-28,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설),,2014-10-28,국무총리
유승민,안보,방위사업법 일부개정법률안,,2014-10-31,방위산업법
유승민,민생,국제빈곤퇴치기금법안,,2014-10-31,"국제, 빈곤퇴치, 기금"
유승민,경제,국유재산특례제한법 일부개정법률안,,2014-10-31,국유재산특례제한법
유승민,경제,상법 일부개정법률안,,2014-11-03,상법
유승민,민생,시설물의 안전관리에 관한 특별법 일부개정법률안,,2014-11-06,"시설물, 안전관리"
유승민,보건,국민건강증진법 일부개정법률안,,2014-11-06,국민건강증진법
유승민,보건,체육시설의 설치·이용에 관한 법률 일부개정법률안,,2014-11-10,체육시설
유승민,정치,국회의원수당 등에 관한 법률 일부개정법률안,,2014-11-11,"국회의원, 수당"
유승민,경제,국가재정법 일부개정법률안,,2014-11-14,국가재정법
유승민,안보,군사기밀 보호법 일부개정법률안	,,2014-11-20,"군사기밀, 보호법"
유승민,정치,지방공기업법 일부개정법률안,,2014-11-26,지방공기업법
유승민,기타,공연법 일부개정법률안,,2014-11-26,공연법
유승민,복지,노인장기요양보험법 일부개정법률안,,2014-12-04,노인장기요양보험
유승민,민생,특정범죄 가중처벌 등에 관한 법률 일부개정법률안,,2014-12-04,"특정범죄, 가중처벌"
유승민,민생,국민체육진흥법 일부개정법률안,,2014-12-08,국민체육진흥법
유승민,복지,노인복지법 일부개정법률안,,2014-12-09,노인복지법
유승민,정치,국회의원수당 등에 관한 법률 일부개정법률안,,2014-12-11,"국회의원, 수당"
유승민,정치,공직선거법 일부개정법률안,,2014-12-11,공직선거법
유승민,정치,국회법 일부개정법률안,,2014-12-11,국회법
유승민,경제,부담금관리 기본법 일부개정법률안,,2014-12-11,부담금관리
유승민,정치,공직선거법 일부개정법률안,,2014-12-11,공직선거법
유승민,경제,국가재정법 일부개정법률안,,2014-12-11,국가재정법
유승민,정치,공직선거법 일부개정법률안,,2014-12-11,공직선거법
유승민,정치,국회법 일부개정법률안,,2014-12-11,국회법
유승민,경제,부담금관리 기본법 일부개정법률안,,2014-12-11,부담금관리
유승민,정치,공직선거법 일부개정법률안,,2014-12-11,공직선거법
유승민,경제,국가재정법 일부개정법률안,,2014-12-11,국가재정법
유승민,정치,공직선거법 일부개정법률안,,2014-12-12,공직선거법
유승민,복지,체육후원 활성화에 관한 법률안,,2014-12-18,"체육후원, 활성화"
유승민,복지,스포츠기본법안,,2014-12-18,스포츠기본법
유승민,복지,국민건강보험법 일부개정법률안,,2014-12-18,국민건강보험
유승민,민생,상고심절차에 관한 특례법 폐지법률안,,2014-12-19,"상고심, 절차"
유승민,민생,법원조직법 일부개정법률안,,2014-12-19,법원조직법
유승민,민생,형사소송법 일부개정법률안,,2014-12-19,형사소송법
유승민,민생,민사소송법 일부개정법률안,,2014-12-19,민사소송법
유승민,민생,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,,2014-12-19,"법원, 관할구역"
유승민,안보,국제개발협력기본법 일부개정법률안,,2014-12-22,국제개발협력
유승민,경제,벤처기업육성에 관한 특별조치법 일부개정법률안,,2014-12-26,"벤처기업, 육성"
유승민,경제,조세범 처벌법 일부개정법률안,,2014-12-29,조세범
유승민,경제,중소기업은행법 일부개정법률안,,2014-12-29,중소기업은행법
유승민,경제,조세특례제한법 일부개정법률안,,2014-12-29,조세특례제한
유승민,기타,정부 및 공공기관 등의 해외자원개발 진상규명을 위한 국정조사요구,,2014-12-29,"정부, 해외자원개발"
유승민,경제,한국산업은행법 일부개정법률안,,2014-12-29,한국산업은행
유승민,기타,공공데이터의 제공 및 이용 활성화에 관한 법률 일부개정법률안,,2014-12-30,"공공데이터, 법률"
유승민,경제,조세특례제한법 일부개정법률안,,2014-12-30,조세특례제한법
유승민,경제,취업 후 학자금 상환 특별법 일부개정법률안,,2015-01-02,"학자금, 상환, 특별법"
유승민,정치,국회법 일부개정법률안,,2015-01-12,국회법
유승민,정치,형사소송법 일부개정법률안,,2015-01-12,형사소송법
유승민,정치,국가공무원법 일부개정법률안,,2015-01-13,국가공무원법
유승민,기타,도로교통법 일부개정법률안,,2015-01-13,도로교통법
유승민,민생,승강기시설 안전관리법 일부개정법률안	,,2015-01-13,"승강기, 안전관리법"
유승민,기타,원자력시설 해체산업 진흥법안	,,2015-01-13,"원자력, 해체"
유승민,정치,지방공무원법 일부개정법률안	,,2015-01-13,지방공무원
유승민,정치,국가장법 일부개정법률안	,,2015-01-13,국가장법
유승민,민생,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 일부개정법률안	,,2015-01-14,"농어촌, 개발"
유승민,민생,농어촌정비법 일부개정법률안	,,2015-01-14,농어촌정비법
유승민,민생,학원의 설립·운영 및 과외교습에 관한 법률 일부개정법률안	,,2015-01-16,"학원, 과외교습, 법률"
유승민,정치,한국해양수산연수원법 일부개정법률안,,2015-01-16,한국해양수산연구원
유승민,민생,학원의 설립·운영 및 과외교습에 관한 법률 일부개정법률안	,,2015-01-16,"학원, 과외교습"
유승민,경제,선박투자회사법 일부개정법률안,,2015-01-16,선박투자회사법
유승민,정치,통합진보당 창당과 야권연대에 개입한 북한의 사과촉구 결의안	,,2015-01-16,"통합진보당, 야권연대"
유승민,경제,사행산업통합감독위원회법 일부개정법률안,,2015-01-19,사행산업통합감독위원회
유승민,기타,재외국민의 교육지원 등에 관한 법률 일부개정법률안,,2015-01-19,재외국민
유승민,민생,게임산업진흥에 관한 법률 일부개정법률안,,2015-01-19,게임산업진흥
유승민,기타,공연법 일부개정법률안,,2015-01-19,공연법
유승민,보건,석면안전관리법 일부개정법률안,,2015-01-19,석면안전관리
유승민,보건,학교보건법 일부개정법률안	,,2015-01-19,학교보건
유승민,민생,학원의 설립·운영 및 과외교습에 관한 법률 일부개정법률안,,2015-01-19,"과외교습, 법률"
유승민,민생,초·중등교육법 일부개정법률안,,2015-01-19,중등교육법
유승민,민생,주차장법 일부개정법률안,,2015-01-19,주차장법
유승민,민생,주택법 일부개정법률안,,2015-01-20,주택법
유승민,기타,관광진흥법 일부개정법률안,,2015-01-22,관광진흥법
유승민,역사,문화재보호기금법 일부개정법률안,,2015-01-22,"문화재, 보호, 기금법"
유승민,기타,국회에서의 증언·감정 등에 관한 법률 일부개정법률안,,2015-01-26,"국회, 증언, 법률"
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문),,2015-01-28,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(정치ㆍ외교ㆍ통일ㆍ안보에 관한 질문),,2015-01-28,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설),,2015-01-28,국무총리
유승민,정치,형의 집행 및 수용자의 처우에 관한 법률 일부개정법률안,,2015-01-30,"형, 집행"
유승민,기타,언론중재 및 피해구제 등에 관한 법률 일부개정법률안,,2015-01-30,언론중재
유승민,민생,정보통신산업 진흥법 일부개정법률안,,2015-01-30,정보통신산업
유승민,민생,전자문서 및 전자거래 기본법 일부개정법률안,,2015-01-30,"전자문서, 전자거래"
유승민,민생,다문화가족지원법 일부개정법률안,,2015-02-03,다문화가족
유승민,복지,약사법 일부개정법률안,,2015-02-03,약사법
유승민,경제,건설산업기본법 일부개정법률안,,2015-02-04,건설산업기본법
유승민,민생,여성발전기본법 일부개정법률안,,2015-02-06,여성발전기본법
유승민,민생,어린이놀이시설 안전관리법 일부개정법률안,,2015-03-10,"어린이, 놀이시설"
유승민,기타,댐건설 및 주변지역지원 등에 관한 법률 일부개정법률안,,2015-03-11,"댐, 주변지역, 지원"
유승민,기타,재외동포의 출입국과 법적 지위에 관한 법률 일부개정법률안,,2015-03-12,"재외동포, 출입국"
유승민,기타,출입국관리법 일부개정법률안,,2015-03-12,출입국관리법
유승민,민생,소방시설공사업법 일부개정법률안	,,2015-03-12,소방시설공사업법
유승민,정치,국무총리 및 국무위원 출석요구의 건(정치에 관한 질문)	,,2015-04-02,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(교육ㆍ사회ㆍ문화에 관한 질문)	,,2015-04-02,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(교육ㆍ사회ㆍ문화에 관한 질문)	,,2015-04-02,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문)	,,2015-04-02,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설)	,,2015-04-02,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(외교ㆍ통일ㆍ안보에 관한 질문)	,,2015-04-02,국무총리
유승민,경제,호남고속철도 우회구간 요금 인하 및 증편ㆍ운행시간 단축 등 운영 개선과 2단계 구간 조기 착공 촉구 결의안	,,2015-04-15,호남고속철도
유승민,정치,공직선거법 일부개정법률안	,,2015-04-16,공직선거법
유승민,정치,국회법 일부개정법률안	,,2015-04-16,국회법
유승민,정치,정당법 일부개정법률안	,,2015-04-16,정당법
유승민,정치,정치자금법 일부개정법률안	,,2015-04-16,정치자금법
유승민,정치,국회법 일부개정법률안	,,2015-04-17,국회법
유승민,정치,공직선거법 일부개정법률안	,,2015-04-17,공직선거법
유승민,민생,입양특례법 일부개정법률안	,,2015-04-17,입양특례법
유승민,외교,네팔 지진 피해 희생자 추모 및 복구 지원 촉구 결의안 채택의 건,,2015-04-30,"네팔, 지진"
유승민,경제,지방재정부담 완화를 위한 특별법안	,,2015-05-11,지방재정부담
유승민,경제,지방재정부담 완화를 위한 특별법안	,,2015-05-11,지방재정부담
유승민,정치,국회운영위원장(유승민) 사임의 건,,2015-07-10,국회운영위원장
유승민,정치,국회법 일부개정법률안,,2015-07-21,국회법
유승민,민생,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안	,,2015-07-29,농수산물
유승민,정치,공직선거법 일부개정법률안	,,2015-07-31,공직선거법
유승민,민생,자율방재단의 설치 및 운영에 관한 법률안,,2015-08-05,자율방재단
유승민,기타,수상레저안전법 일부개정법률안,,2015-08-07,수상레저
유승민,기타,자동차관리법 일부개정법률안,,2015-08-12,자동차관리법
유승민,외교,북한의 DMZ 지뢰도발 행위 규탄 결의안,,2015-08-12,"북한, 지뢰"
유승민,민생,도시 및 주거환경정비법 일부개정법률안,,2015-08-17,"도시, 주거환경"
유승민,경제,물산업 클러스터 조성 및 지원에 관한 특별법안,,2015-08-26,"물산업, 클러스터"
유승민,기타,수상레저안전법 일부개정법률안,,2015-08-27,수상레저안전법
유승민,기타,최저임금법 일부개정법률안,,2015-08-28,최저임금법
유승민,민생,범죄피해자 보호법 일부개정법률안,,2015-09-04,"범죄피해자, 보호법"
유승민,기타,옥외광고물 등 관리법 일부개정법률안	,,2015-09-04,"옥외광고물, 관리법"
유승민,민생,악취방지법 일부개정법률안,,2015-09-08,악취방지법
유승민,민생,범죄수익은닉의 규제 및 처벌 등에 관한 법률 일부개정법률안	,,2015-09-09,"범죄수익은닉, 법률"
유승민,복지,첨단의료복합단지 지정 및 지원에 관한 특별법 일부개정법률안	,,2015-09-11,"첨단의료복합단지, 특별버"
유승민,경제,국유재산특례제한법 일부개정법률안	,,2015-09-11,국유재산특례제한법
유승민,경제,산업재해보상보험법 일부개정법률안	,,2015-09-16,산업재해보상보험법
유승민,민생,파견근로자보호 등에 관한 법률 일부개정법률안	,,2015-09-16,"파견근로자, 보호"
유승민,기타,기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안	,,2015-09-16,"기간제, 단시간근로자"
유승민,민생,근로기준법 일부개정법률안	,,2015-09-16,근로기준법
유승민,복지,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안	,,2015-09-16,고용보험법
유승민,복지,고용보험법 일부개정법률안	,,2015-09-16,고용보험법
유승민,경제,중소기업제품 구매촉진 및 판로지원에 관한 법률 일부개정법률안	,,2015-09-18,"중소기업제품, 구매촉진"
유승민,민생,생명윤리 및 안전에 관한 법률 일부개정법률안	,,2015-09-24,"생명윤리, 법률"
유승민,복지,국민건강보험법 일부개정법률안	,,2015-09-25,국민건강보험법
유승민,기타,대기환경보전법 일부개정법률안	,,2015-09-30,대기환경보전법
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문)	,,2015-10-05,국무총리
유승민,경제,지방세법 일부개정법률안        ,,2015-10-05,지방세법
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(교육ㆍ사회ㆍ문화에 관한 질문)	,,2015-10-05,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문)	,,2015-10-05,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(정치에 관한 질문)	,,2015-10-05,국무총리
유승민,안보,지뢰피해자 지원에 관한 특별법 일부개정법률안	,,2015-10-08,"지뢰, 피해자"
유승민,경제,조세특례제한법 일부개정법률안	,,2015-10-12,조세특례제한법
유승민,안보,군인복지기금법 일부개정법률안,,2015-10-14,군인복지기금법
유승민,정치,국회의원(강동원) 징계안	,,2015-10-15,"강동원, 국회의원"
유승민,민생,고용정책 기본법 일부개정법률안	,,2015-10-16,"고용정책, 기본법"
유승민,기타,도로교통법 일부개정법률안	,,2015-10-23,도로교통법
유승민,복지,감염병의 예방 및 관리에 관한 법률 일부개정법률안	,,2015-10-23,"감염병, 법률"
유승민,경제,법인세법 일부개정법률안	,,2015-11-03,법인세법
유승민,경제,소득세법 일부개정법률안	,,2015-11-03,소득세법
유승민,경제,조세범 처벌법 일부개정법률안	,,2015-11-03,조세법
유승민,민생,청소년 보호법 일부개정법률안	,,2015-11-10,"청소년, 보호법"
유승민,기타,식품위생법 일부개정법률안	,,2015-11-10,식품위생법
유승민,정치,공직선거법 일부개정법률안	,,2015-11-10,공직선거법
유승민,안보,군인사법 일부개정법률안	,,2015-11-20,군인사법
유승민,기타,채용절차의 공정화에 관한 법률 일부개정법률안	,,2015-11-23,"채용절차, 법률"
유승민,복지,학교보건법 일부개정법률안	,,2015-11-24,학교보건법
유승민,복지,장애인활동 지원에 관한 법률 일부개정법률안        ,,2015-11-24,"장애인, 법률"
유승민,경제,양육비 이행확보 및 지원에 관한 법률 일부개정법률안	,,2015-11-27,"양육비, 법률"
유승민,안보,병역법 일부개정법률안	,,2015-11-30,병역법
유승민,안보,군인사법 일부개정법률안	,,2015-12-02,군인사법
유승민,안보,병역법 일부개정법률안	,,2015-12-02,병역법
유승민,민생,가뭄정보의 공동 활용 및 가뭄 대응에 관한 법률안	,,2015-12-03,"가뭄정보, 법률"
유승민,정치,민법 일부개정법률안	,,2015-12-04,"민법, 개정"
유승민,기타,생물다양성 보전 및 이용에 관한 법률 일부개정법률안	,,2015-12-04,"생물다양성, 법률"
유승민,기타,의사상자 등 예우 및 지원에 관한 법률 일부개정법률안	,,2015-12-04,"의사상자, 법류"
유승민,경제,소득세법 일부개정법률안	,,2015-12-04,소득세법
유승민,기타,국유림의 경영 및 관리에 관한 법률 일부개정법률안	,,2015-12-15,"국유림, 경영"
유승민,민생,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안	,,2015-12-17,"성폭력, 특례법"
유승민,안보,북한의 제4차 핵실험 규탄 및 핵폐기 촉구 결의안	,,2016-01-07,"북한, 핵실험"
유승민,정치,국회법 일부개정법률안	,,2016-01-28,국회법
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문)	,,2016-02-12,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설)	,,2016-02-12,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(정치ㆍ외교ㆍ통일ㆍ안보ㆍ교육ㆍ사회ㆍ문화에 관한 질문)	,,2016-02-12,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문),,2016-02-15,국무총리
유승민,정치,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(정치ㆍ외교ㆍ통일ㆍ안보ㆍ교육ㆍ사회ㆍ문화에 관한 질문)	,,2016-02-15,국무총리
유승민,정치,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설)	,,2016-02-15,국무총리
